"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-01",96.7091,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.6835,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-03",96.8825,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-04",97.3241,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-05",97.7042,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-06",97.8615,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-07",97.8169,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-08",97.86,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-09",98.0353,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-10",98.0645,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-11",98.0783,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-12",98.2499,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-01",98.409,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-02",98.4632,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-03",98.4601,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-04",98.44,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-05",98.4388,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-06",98.3453,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-07",98.0654,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-08",97.8947,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-09",97.8447,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-10",97.9415,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-11",98.1945,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-12",98.4412,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-01",98.5477,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-02",98.4994,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-03",98.2599,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-04",98.2025,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-05",98.187,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-06",97.8849,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-07",97.3177,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-08",96.8335,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-09",96.7675,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-10",96.9953,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-11",97.4296,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-12",97.9668,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.4248,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.6802,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.8032,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.8377,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.7823,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.5795,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.508,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.6765,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.9903,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.2154,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.1297,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.7983,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.671,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.7731,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.9386,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.1491,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.4848,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.6584,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.621,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.3423,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.9641,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-10",98.7303,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-11",98.83,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.1314,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.303,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.3726,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.4046,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.4771,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.4636,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.4374,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.4292,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.5234,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.7263,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.0115,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.3615,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.7495,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-01",101.011,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.0133,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.9177,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.8636,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.7841,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.798,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.6845,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.4971,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.3282,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.3571,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.4724,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.5684,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.5813,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.5444,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.505,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.5268,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.6479,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.6261,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.481,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.3762,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.3572,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.4333,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.7589,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.0927,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.2393,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.2271,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.1969,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.1577,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.0873,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.9826,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.9421,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.0375,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.1569,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.3049,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.2851,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.2034,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.2324,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.3901,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.488,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.4388,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.3556,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.2995,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.2691,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.2799,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.3606,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.3433,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-11",101.2377,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-12",101.073,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.8758,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.9281,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-03",101.1387,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-04",101.2931,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-05",101.378,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-06",101.2872,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-07",101.0627,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.7755,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.7741,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.9712,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-11",101.2405,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-12",101.4869,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-01",101.529,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-02",101.1428,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-03",100.0778,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-04",98.5831,
